frame_idx,t_ns
810,27044454100
811,27092167000
812,27124411700
813,27156311500
814,27188294600
815,27220338600
816,27252203600
817,27284673600
818,27316335000
819,27349198800
820,27380875100
821,27414369400
822,27444680800
823,27494369400
824,27524465400
825,27560869200
826,27588745400
827,27622023800
828,27652789400
829,27685079700
830,27716749900
831,27749080400
832,27781234700
833,27817302200
834,27845217500
835,27892431400
836,27925522200
837,27956507200
838,27991611300
839,28020558400
840,28054623100
841,28084784500
842,28120435600
843,28148862600
844,28181967200
845,28213027500
846,28246578900
847,28292569700
848,28325070600
849,28357366200
850,28389015600
851,28421514100
852,28452885500
853,28484856400
854,28516218600
855,28550483400
856,28580813100
857,28616208000
858,28645382600
859,28692391400
860,28724661000
861,28756870700
862,28789052100
863,28820778400
864,28852914500
865,28884665500
866,28925231600
867,28948579100
868,28981262100
869,29012924500
870,29045969600
871,29092583700
872,29125266000
873,29156622500
874,29188848600
875,29220607000
876,29252661200
877,29284985600
878,29316474600
879,29348631200
880,29381283200
881,29413350900
882,29445665600
883,29492669600
884,29524145100
885,29556764700
886,29588572800
887,29620806800
888,29652787900
889,29686009100
890,29716772800
891,29749370100
892,29780815800
893,29817330800
894,29844530200
895,29892459600
896,29926874000
897,29956300200
898,29993950000
899,30020847700
900,30053250700
901,30085247300
902,30122649900
903,30148479100
904,30181429000
905,30212913400
906,30245482000
907,30298003500
908,30324578200
909,30357669800
910,30388237000
911,30422222100
912,30452809000
913,30486301600
914,30516722700
915,30552309500
916,30580512900
917,30621044700
918,30644276200
919,30679549400
920,30727379600
921,30757087600
922,30788616700
923,30821311400
924,30855928100
925,30884968100
926,30917813800
927,30948709200
928,30984009600
929,31012939000
930,31051111000
931,31076979000
932,31125373300
933,31156488300
934,31190097200
935,31220769700
936,31252373400
937,31284670000
938,31316564500
939,31348857800
940,31380640200
941,31413160100
942,31445456600
943,31476705700
944,31524836500
945,31559502500
946,31588672000
947,31626053500
948,31652790800
949,31685087500
950,31716258100
951,31749943000
952,31780607800
953,31812658900
954,31844467200
955,31880811600
956,31927111500
957,31956648700
958,31989811100
959,32020636600
960,32052373300
961,32084672400
962,32120525900
963,32148291700
964,32181366500
965,32212774300
966,32246322100
967,32276841500
968,32324453000
969,32356709600
970,32389190600
971,32420841000
972,32452891700
973,32486866100
974,32516712300
975,32551323400
976,32580690400
977,32615859000
978,32644750500
979,32682518500
980,32725796300
981,32756852600
982,32794195300
983,32820407700
984,32857890100
985,32885490000
986,32923336600
987,32948504700
988,32983874700
989,33012817800
990,33050933200
991,33076587900
992,33128948600
993,33156535900
994,33188925700
995,33220673900
996,33252380100
997,33284719300
998,33317080100
999,33348730700
1000,33380617800
1001,33413624400
1002,33449162600
1003,33480133100
1004,33525318900
1005,33564841100
1006,33588818500
1007,33623337000
1008,33652598000
1009,33688093400
1010,33716535900
1011,33749289300
1012,33780595500
1013,33816555600
1014,33844790300
1015,33878686200
1016,33928251600
1017,33956538700
1018,33993141800
1019,34021234800
1020,34060321900
1021,34084995200
1022,34117900500
1023,34148479700
1024,34185946400
1025,34212341000
1026,34244837400
1027,34276856000
1028,34324630000
1029,34360111000
1030,34389021300
1031,34423568800
1032,34452850200
1033,34487040100
1034,34517088500
1035,34549439700
1036,34580867600
1037,34617591800
1038,34644581100
1039,34683009100
1040,34725363800
1041,34757106300
1042,34788584100
1043,34821097000
1044,34852947000
1045,34885276200
1046,34916910100
1047,34948476200
1048,34980489900
1049,35012458800
1050,35044806500
1051,35076662700
1052,35125666500
1053,35156656700
1054,35188703600
1055,35220916100
1056,35252900000
1057,35284801700
1058,35317088100
1059,35348959800
1060,35380604100
1061,35413035400
1062,35444983000
1063,35480015400
1064,35509272800
1065,35561314200
1066,35588713200
1067,35623465300
1068,35652722100
1069,35685223400
1070,35716655600
1071,35749139800
1072,35781290500
1073,35813147600
1074,35844484000
1075,35877151200
1076,35908799500
1077,35956708100
1078,35996001800
1079,36020770300
1080,36057748300
1081,36084910700
1082,36122119800
1083,36149089900
1084,36187182500
1085,36212959000
1086,36247600600
1087,36277340300
1088,36310761600
1089,36358553500
1090,36389056400
1091,36428872700
1092,36453009100
1093,36485671000
1094,36517032100
1095,36554394900
1096,36581044400
1097,36612985100
1098,36644703400
1099,36678856400
1100,36708857500
1101,36756629700
1102,36790199700
1103,36821081700
1104,36859076300
1105,36885041700
1106,36916587900
1107,36948979300
1108,36982742200
1109,37013323200
1110,37046829300
1111,37077244500
1112,37111222000
1113,37157079400
1114,37193344500
1115,37220603000
1116,37254005900
1117,37286956300
1118,37317150600
1119,37349144400
1120,37381968600
1121,37412974000
1122,37445331000
1123,37477338900
1124,37509530400
1125,37559756700
1126,37588679700
1127,37620660200
1128,37652785300
1129,37690026200
1130,37716889200
1131,37751763000
1132,37780702100
1133,37813344300
1134,37845515100
1135,37877069500
1136,37909283600
1137,37956677500
1138,37995215700
1139,38021325300
1140,38058239500
1141,38084481500
1142,38117303300
1143,38148654700
1144,38180807900
1145,38212568300
1146,38244689600
1147,38277037800
1148,38312525200
1149,38366966100
1150,38388583900
1151,38424266900
1152,38453149100
1153,38487586800
1154,38516684500
1155,38550229600
1156,38581057000
1157,38616888900
1158,38644979000
1159,38677262200
1160,38709202800
1161,38757097500
1162,38790493700
1163,38821542100
1164,38853777400
1165,38884915100
1166,38917384100
1167,38948506700
1168,38988138100
1169,39013037500
1170,39046631000
1171,39077259300
1172,39112673900
1173,39157097900
1174,39192116100
1175,39220662800
1176,39252536700
1177,39284886400
1178,39317493800
1179,39349118000
1180,39381018100
1181,39413946300
1182,39445730600
1183,39479637700
1184,39509345000
1185,39557677600
1186,39588797000
1187,39621210100
1188,39653617700
1189,39686962300
1190,39717600300
1191,39749649900
1192,39781408100
1193,39813629800
1194,39844661300
1195,39882257400
1196,39909456400
1197,39956729100
1198,39992987400
1199,40020812600
1200,40058731900
1201,40084798000
1202,40118343400
1203,40149145500
1204,40183273900
1205,40212827000
1206,40249519800
1207,40276782100
1208,40315980200
1209,40356857100
1210,40388852700
1211,40425943200
1212,40453084000
1213,40487910600
1214,40516787800
1215,40548957200
1216,40580666100
1217,40614461900
1218,40645393300
1219,40683959100
1220,40709161100
1221,40747823000
1222,40788970800
1223,40821019600
1224,40853495700
1225,40884949700
1226,40917988100
1227,40949654800
1228,40983242000
1229,41012952100
1230,41046738600
1231,41076743600
1232,41108972900
1233,41141240000
1234,41189237000
1235,41220923700
1236,41252456400
1237,41285548100
1238,41317201300
1239,41348988600
1240,41380451500
1241,41413262100
1242,41444995400
1243,41476877900
1244,41508688300
1245,41540603200
1246,41588643500
1247,41628550600
1248,41652481900
1249,41686247700
1250,41716831000
1251,41750291300
1252,41781180800
1253,41813562600
1254,41845278000
1255,41876808100
1256,41909089500
1257,41942058500
1258,41989008200
1259,42020911600
1260,42060404600
1261,42084725300
1262,42120316100
1263,42149180100
1264,42183897100
1265,42212610900
1266,42249008200
1267,42277025300
1268,42315017700
1269,42341163300
1270,42389054100
1271,42421017600
1272,42453134300
1273,42485437500
1274,42517461300
1275,42552601800
1276,42580810800
1277,42620176400
1278,42645001800
1279,42684301200
1280,42709264600
1281,42745550500
1282,42789991700
1283,42821646200
1284,42855744700
1285,42885228400
1286,42916643600
1287,42948664300
1288,42981394500
1289,43012899300
1290,43047932200
1291,43077233500
1292,43110482300
1293,43141078700
1294,43195252200
1295,43220951300
1296,43257332000
1297,43284898200
1298,43317045100
1299,43349174600
1300,43381628800
1301,43413061600
1302,43445385300
1303,43477462300
1304,43508962100
1305,43545489100
1306,43589352500
1307,43624178400
1308,43652483300
1309,43687317600
1310,43717295100
1311,43751297600
1312,43781811700
1313,43813148700
1314,43845108700
1315,43877030800
1316,43909124000
1317,43942068200
1318,43995815300
1319,44021325700
1320,44053080100
1321,44085385200
1322,44123947200
1323,44149013600
1324,44186468900
1325,44212812000
1326,44248774900
1327,44277247500
1328,44308896200
1329,44340755200
1330,44389129300
1331,44420865100
1332,44452830300
1333,44486699500
1334,44517221800
1335,44550335500
1336,44580414200
1337,44622040000
1338,44644970000
1339,44681290400
1340,44709204700
1341,44748835300
1342,44796101900
1343,44821136600
1344,44852945500
1345,44884729200
1346,44916923200
1347,44949132400
1348,44980628100
1349,45013548900
1350,45047419200
1351,45077280900
1352,45112553000
1353,45141443800
1354,45195627800
1355,45220798600
1356,45253376400
1357,45285573000
1358,45316955600
1359,45348977700
1360,45380690000
1361,45413268400
1362,45445328600
1363,45481341600
1364,45509474800
1365,45554166000
1366,45573527400
1367,45625935200
1368,45652897300
1369,45684709600
1370,45717309300
1371,45748767800
1372,45780984200
1373,45816776600
1374,45845010800
1375,45877867300
1376,45909087100
1377,45941204600
1378,45974161100
1379,46020923800
1380,46059495100
1381,46085041800
1382,46119824500
1383,46149298300
1384,46185575100
1385,46212864900
1386,46245247900
1387,46277055500
1388,46311746200
1389,46340826700
1390,46374866000
1391,46424410800
1392,46452895600
1393,46491508900
1394,46517010600
1395,46553260900
1396,46580842500
1397,46614567300
1398,46645028900
1399,46681970500
1400,46709044700
1401,46742403500
1402,46772933800
1403,46821269000
1404,46853466100
1405,46884636700
1406,46918073600
1407,46949173600
1408,46983544300
1409,47012996900
1410,47045230200
1411,47076782700
1412,47111198000
1413,47141460800
1414,47175122200
1415,47221608200
1416,47252552400
1417,47285106600
1418,47317039900
1419,47349127500
1420,47381319600
1421,47415434600
1422,47445720800
1423,47477367600
1424,47508687500
1425,47543885900
1426,47573234400
1427,47621867400
1428,47653191800
1429,47685472800
1430,47716560000
1431,47749133800
1432,47781425500
1433,47814657600
1434,47846284900
1435,47877170000
1436,47909261400
1437,47941051400
1438,47973026000
1439,48020826100
1440,48056253000
1441,48085316300
1442,48117300500
1443,48149302400
1444,48182275600
1445,48213772200
1446,48246584000
1447,48277461000
1448,48311451600
1449,48341626700
1450,48373418300
1451,48426384600
1452,48452847800
1453,48485678200
1454,48516650800
1455,48550570700
1456,48581786000
1457,48619004600
1458,48645373200
1459,48683723400
1460,48708900000
1461,48741078200
1462,48773343500
1463,48820835400
1464,48854741400
1465,48885203600
1466,48927467900
1467,48949575500
1468,48982344300
1469,49013461800
1470,49052082700
1471,49077106400
1472,49110873600
1473,49141456000
1474,49174948700
1475,49221493900
1476,49252809500
1477,49285835700
1478,49317077700
1479,49350705100
1480,49381141400
1481,49412847500
1482,49445335300
1483,49477261200
1484,49509408500
1485,49542830100
1486,49573090200
1487,49620950100
1488,49652969400
1489,49687304400
1490,49716769500
1491,49754537100
1492,49781859400
1493,49813643400
1494,49844854500
1495,49877384000
1496,49909543000
1497,49941413900
1498,49972882700
1499,50021285600
1500,50057635500
1501,50085751500
1502,50119480000
1503,50149113700
1504,50185357000
1505,50212921300
1506,50246976900
1507,50277255000
1508,50309033200
1509,50341340400
1510,50373298600
1511,50405374500
1512,50453283600
1513,50485550300
1514,50518078400
1515,50550303700
1516,50581191800
1517,50618131100
1518,50645443400
1519,50677908900
1520,50709606700
1521,50748381300
1522,50773821100
1523,50809142800
1524,50852988600
1525,50885591400
1526,50918006500
1527,50948759700
1528,50982461100
1529,51013178100
1530,51049856300
1531,51077336600
1532,51110038500
1533,51141303900
1534,51174932400
1535,51205519000
1536,51253418800
1537,51285052300
1538,51317054600
1539,51349312200
1540,51381288100
1541,51413625700
1542,51445228800
1543,51477657600
1544,51509479400
1545,51542812200
1546,51573926600
1547,51605676300
1548,51653013100
1549,51685046600
1550,51717768100
1551,51749555300
1552,51781796000
1553,51813191700
1554,51845431200
1555,51877261200
1556,51909879100
1557,51941962300
1558,51973535500
1559,52005121400
1560,52056969900
1561,52085011800
1562,52120028600
1563,52149237300
1564,52181308500
1565,52213140700
1566,52245636200
1567,52277211700
1568,52309502400
1569,52340997300
1570,52373851800
1571,52404917900
1572,52453084000
1573,52488226200
1574,52517390200
1575,52550476500
1576,52580908400
1577,52616137600
1578,52645278800
1579,52677479800
1580,52710298800
1581,52745441000
1582,52773616800
1583,52805420600
1584,52853677300
1585,52884982700
1586,52918515300
1587,52949009900
1588,52983178100
1589,53013143000
1590,53045737000
1591,53077337400
1592,53111838600
1593,53141754800
1594,53176253700
1595,53205529400
1596,53253450700
1597,53285199600
1598,53317023100
1599,53349176200
1600,53381781200
1601,53414030500
1602,53444719700
1603,53480695300
1604,53510140200
1605,53541228600
1606,53573449600
1607,53605337800
1608,53653586200
1609,53685960200
1610,53717270400
1611,53749547200
1612,53781716900
1613,53813368200
1614,53845626300
1615,53877615700
1616,53910772000
1617,53940861100
1618,53973665200
1619,54005896000
1620,54054152600
1621,54085778700
1622,54118257500
1623,54149527300
1624,54181614100
1625,54213594200
1626,54251230600
1627,54277005400
1628,54310755500
1629,54341576900
1630,54375465100
1631,54405137100
1632,54453388200
1633,54490012000
1634,54517125700
1635,54550566500
1636,54581492200
1637,54616419500
1638,54645591800
1639,54679359800
1640,54709790800
1641,54747545700
1642,54773335200
1643,54805969100
1644,54863907800
1645,54886364500
1646,54917659600
1647,54949034800
1648,54981101400
1649,55012827700
1650,55046908000
1651,55076994600
1652,55109510300
1653,55141697300
1654,55174042500
1655,55205650400
1656,55238757400
1657,55284912900
1658,55317348300
1659,55349851700
1660,55381877700
1661,55415278300
1662,55444837400
1663,55477210700
1664,55509350000
1665,55541633600
1666,55573035100
1667,55608517200
1668,55637765500
1669,55685854000
1670,55717844000
1671,55751288600
1672,55782052500
1673,55813484000
1674,55845294100
1675,55878358500
1676,55909537600
1677,55941451400
1678,55974758800
1679,56005294700
1680,56037423200
1681,56085526000
1682,56120987100
1683,56149013600
1684,56185918800
1685,56213171100
1686,56252216200
1687,56277298400
1688,56309510800
1689,56341662500
1690,56373369700
1691,56405082300
1692,56438521700
1693,56492424500
1694,56517905400
1695,56549280400
1696,56581648800
1697,56618235800
1698,56645485500
1699,56677180500
1700,56709704800
1701,56747718700
1702,56773696100
1703,56807782400
1704,56837145700
1705,56885871600
1706,56918618200
1707,56949884500
1708,56981862800
1709,57013576000
1710,57049342200
1711,57077050500
1712,57112841700
1713,57141744800
1714,57176774300
1715,57205896900
1716,57243025400
1717,57285782700
1718,57318006300
1719,57349623700
1720,57381731100
1721,57414804600
1722,57445690500
1723,57477368000
1724,57509850200
1725,57542090800
1726,57574436900
1727,57606380900
1728,57637687500
1729,57687025700
1730,57717703200
1731,57749295000
1732,57781578900
1733,57813857100
1734,57845030000
1735,57877012500
1736,57909439500
1737,57942058700
1738,57973072700
1739,58005729400
1740,58037411300
1741,58085462100
1742,58117289600
1743,58149517700
1744,58187759200
1745,58213232700
1746,58247418200
1747,58276957800
1748,58309388700
1749,58341337900
1750,58373800200
1751,58405841300
1752,58437928000
