WL,WINC,win_per_trial,train_acc,test_acc,note
260,61,5,66.25000238418579,77.5,OK
260,66,5,65.9375011920929,77.5,OK
260,71,5,66.25000238418579,75.0,OK
260,76,4,86.328125,82.8125,OK
260,81,4,61.328125,76.5625,OK
260,86,3,85.41666865348816,85.41666666666666,OK
260,91,4,62.5,76.5625,OK
260,96,4,61.71875,76.5625,OK
280,1,221,87.450510263443,81.02375565610859,OK
280,6,38,84.4572365283966,80.75657894736842,OK
280,11,21,87.72321343421936,80.95238095238095,OK
280,16,15,80.83333373069763,79.58333333333333,OK
280,21,11,86.78977489471436,78.97727272727273,OK
280,26,10,76.71874761581421,78.75,OK
280,31,8,87.109375,82.03125,OK
280,36,7,88.61607313156128,81.25,OK
280,41,7,73.66071343421936,77.67857142857143,OK
280,46,5,85.00000238418579,82.5,OK
280,51,5,85.6249988079071,81.25,OK
280,56,4,86.328125,82.8125,OK
280,61,5,67.5000011920929,75.0,OK
280,66,4,85.15625,81.25,OK
280,71,5,66.56249761581421,73.75,OK
280,76,4,61.328125,73.4375,OK
280,81,4,62.5,73.4375,OK
280,86,3,86.97916865348816,79.16666666666666,OK
280,91,3,86.45833134651184,81.25,OK
280,96,4,61.71875,75.0,OK
300,1,201,88.12189102172852,80.34825870646766,OK
300,6,34,88.05146813392639,81.06617647058823,OK
300,11,19,87.5822365283966,80.5921052631579,OK
300,16,14,80.13392686843872,81.69642857142857,OK
300,21,10,87.65624761581421,79.375,OK
300,26,9,75.52083134651184,80.55555555555556,OK
300,31,8,74.0234375,78.125,OK
300,36,6,88.54166865348816,80.20833333333334,OK
300,41,6,70.57291865348816,77.08333333333334,OK
300,46,5,87.8125011920929,82.5,OK
300,51,5,66.8749988079071,77.5,OK
300,56,4,85.9375,76.5625,OK
300,61,5,66.8749988079071,72.5,OK
300,66,4,87.109375,81.25,OK
300,71,4,62.109375,76.5625,OK
300,76,4,62.109375,75.0,OK
300,81,4,62.890625,76.5625,OK
300,86,3,88.54166865348816,83.33333333333334,OK
300,91,3,86.45833134651184,83.33333333333334,OK
300,96,3,86.97916865348816,81.25,OK
320,1,181,89.19199109077454,80.5939226519337,OK
320,6,31,89.31451439857483,79.83870967741935,OK
320,11,17,88.97058963775635,80.14705882352942,OK
320,16,12,88.93229365348816,81.25,OK
320,21,9,89.0625,79.86111111111111,OK
320,26,8,75.0,76.5625,OK
320,31,7,73.66071343421936,78.57142857142857,OK
320,36,6,88.80208134651184,82.29166666666666,OK
320,41,6,70.83333134651184,72.91666666666666,OK
320,46,5,67.1875,77.5,OK
320,51,4,87.109375,81.25,OK
320,56,4,88.28125,84.375,OK
320,61,4,63.671875,76.5625,OK
320,66,4,62.5,76.5625,OK
320,71,4,61.328125,75.0,OK
320,76,3,87.5,85.41666666666666,OK
320,81,4,61.328125,75.0,OK
320,86,3,88.02083134651184,81.25,OK
320,91,3,53.64583134651184,72.91666666666666,OK
320,96,3,53.125,72.91666666666666,OK
340,1,161,89.97476696968079,80.74534161490683,OK
340,6,28,85.9375,82.36607142857143,OK
340,11,16,82.03125,78.515625,OK
340,16,11,89.77272510528564,79.54545454545455,OK
340,21,8,90.0390625,79.6875,OK
340,26,7,89.95535969734192,81.25,OK
340,31,7,74.33035969734192,75.89285714285714,OK
340,36,5,89.3750011920929,81.25,OK
340,41,5,68.4374988079071,80.0,OK
340,46,4,89.0625,81.25,OK
340,51,4,89.0625,82.8125,OK
340,56,3,86.97916865348816,77.08333333333334,OK
340,61,4,60.9375,73.4375,OK
340,66,3,90.10416865348816,81.25,OK
340,71,4,61.71875,75.0,OK
340,76,3,90.10416865348816,79.16666666666666,OK
340,81,3,54.16666865348816,75.0,OK
340,86,3,53.64583134651184,70.83333333333334,OK
340,91,3,55.20833134651184,70.83333333333334,OK
340,96,3,55.20833134651184,75.0,OK
360,1,141,90.18173813819885,82.93439716312056,OK
360,6,24,90.0390625,82.8125,OK
360,11,14,82.47767686843872,82.58928571428571,OK
360,16,10,78.28124761581421,81.25,OK
360,21,7,90.17857313156128,82.14285714285714,OK
360,26,7,75.22321343421936,75.0,OK
360,31,6,71.35416865348816,76.04166666666666,OK
360,36,4,89.84375,81.25,OK
360,41,5,67.5000011920929,77.5,OK
360,46,4,90.625,81.25,OK
360,51,3,89.58333134651184,79.16666666666666,OK
360,56,3,89.0625,79.16666666666666,OK
360,61,4,59.765625,73.4375,OK
360,66,3,90.625,81.25,OK
360,71,3,55.72916865348816,77.08333333333334,OK
360,76,3,56.25,77.08333333333334,OK
360,81,3,56.25,75.0,OK
360,86,2,89.0625,84.375,OK
360,91,3,54.6875,75.0,OK
360,96,3,55.20833134651184,70.83333333333334,OK
380,1,121,90.75413346290588,83.88429752066115,OK
380,6,21,90.92261791229248,84.22619047619048,OK
380,11,12,81.25,84.89583333333334,OK
380,16,9,77.77777910232544,81.94444444444444,OK
380,21,6,90.36458134651184,83.33333333333334,OK
380,26,6,72.91666865348816,72.91666666666666,OK
380,31,5,68.75,80.0,OK
380,36,4,90.234375,81.25,OK
380,41,4,63.671875,76.5625,OK
380,46,3,93.22916865348816,81.25,OK
380,51,3,91.66666865348816,83.33333333333334,OK
380,56,3,90.625,87.5,OK
380,61,3,53.125,72.91666666666666,OK
380,66,3,54.16666865348816,75.0,OK
380,71,3,52.60416865348816,70.83333333333334,OK
380,76,2,90.625,78.125,OK
380,81,3,53.64583134651184,72.91666666666666,OK
380,86,2,92.96875,78.125,OK
380,91,2,92.96875,78.125,OK
380,96,3,53.125,68.75,OK
400,1,101,91.66151285171509,85.27227722772277,OK
400,6,18,86.54513955116272,82.98611111111111,OK
400,11,10,91.40625,84.375,OK
400,16,7,92.1875,86.60714285714286,OK
400,21,5,91.25000238418579,83.75,OK
400,26,5,68.12499761581421,77.5,OK
400,31,5,67.81250238418579,78.75,OK
400,36,3,91.14583134651184,81.25,OK
400,41,4,60.546875,71.875,OK
400,46,3,91.66666865348816,85.41666666666666,OK
400,51,3,51.5625,70.83333333333334,OK
400,56,2,89.0625,81.25,OK
400,61,3,51.5625,70.83333333333334,OK
400,66,2,91.40625,78.125,OK
400,71,3,50.52083134651184,70.83333333333334,OK
400,76,2,91.40625,81.25,OK
400,81,3,51.04166865348816,70.83333333333334,OK
400,86,2,90.625,84.375,OK
400,91,2,91.40625,84.375,OK
400,96,2,91.40625,84.375,OK
420,1,81,92.24537014961243,86.72839506172839,OK
420,6,14,92.07589030265808,86.60714285714286,OK
420,11,8,91.9921875,86.71875,OK
420,16,6,92.70833134651184,85.41666666666666,OK
420,21,4,92.578125,87.5,OK
420,26,4,92.578125,85.9375,OK
420,31,4,60.9375,71.875,OK
420,36,3,91.66666865348816,85.41666666666666,OK
420,41,3,52.08333134651184,68.75,OK
420,46,2,92.96875,78.125,OK
420,51,2,91.40625,81.25,OK
420,56,2,92.96875,84.375,OK
420,61,3,51.04166865348816,72.91666666666666,OK
420,66,2,93.75,84.375,OK
420,71,3,48.95833432674408,72.91666666666666,OK
420,76,2,93.75,84.375,OK
420,81,2,17.96875,25.0,OK
420,86,2,17.96875,34.375,OK
420,91,2,17.96875,34.375,OK
420,96,2,17.96875,34.375,OK
440,1,61,91.72643423080444,86.7827868852459,OK
440,6,11,92.1875,85.79545454545455,OK
440,11,6,92.70833134651184,86.45833333333334,OK
440,16,5,67.81250238418579,83.75,OK
440,21,4,60.15625,70.3125,OK
440,26,4,58.984375,68.75,OK
440,31,3,51.5625,70.83333333333334,OK
440,36,2,92.96875,87.5,OK
440,41,3,51.5625,70.83333333333334,OK
440,46,2,92.96875,87.5,OK
440,51,2,91.40625,84.375,OK
440,56,2,91.40625,84.375,OK
440,61,2,25.78125,43.75,OK
440,66,2,25.78125,46.875,OK
440,71,2,25.78125,46.875,OK
440,76,2,25.78125,46.875,OK
440,81,2,25.78125,46.875,OK
440,86,1,92.1875,87.5,OK
440,91,2,25.78125,46.875,OK
440,96,2,25.78125,46.875,OK
460,1,41,91.99694991111755,87.5,OK
460,6,8,79.4921875,83.59375,OK
460,11,5,66.8749988079071,85.0,OK
460,16,4,57.8125,70.3125,OK
460,21,3,50.0,72.91666666666666,OK
460,26,3,50.0,75.0,OK
460,31,3,47.91666567325592,75.0,OK
460,36,2,92.96875,87.5,OK
460,41,2,21.875,65.625,OK
460,46,1,95.3125,87.5,OK
460,51,1,95.3125,87.5,OK
460,56,1,95.3125,87.5,OK
460,61,2,21.875,59.375,OK
460,66,2,21.875,59.375,OK
460,71,2,21.875,59.375,OK
460,76,1,95.3125,87.5,OK
460,81,2,21.875,59.375,OK
460,86,1,95.3125,87.5,OK
460,91,1,95.3125,87.5,OK
460,96,2,21.875,59.375,OK
480,1,21,93.3779776096344,87.5,OK
480,6,4,93.359375,87.5,OK
480,11,3,48.4375,79.16666666666666,OK
480,16,2,94.53125,87.5,OK
480,21,2,23.4375,50.0,OK
480,26,2,23.4375,50.0,OK
480,31,2,23.4375,50.0,OK
480,36,1,93.75,87.5,OK
480,41,2,23.4375,50.0,OK
480,46,1,93.75,87.5,OK
480,51,1,93.75,87.5,OK
480,56,1,93.75,87.5,OK
480,61,2,23.4375,50.0,OK
480,66,1,93.75,87.5,OK
480,71,2,23.4375,50.0,OK
480,76,1,93.75,87.5,OK
480,81,2,23.4375,50.0,OK
480,86,1,93.75,87.5,OK
480,91,1,93.75,87.5,OK
480,96,1,93.75,87.5,OK
500,1,1,95.3125,87.5,OK
500,6,1,95.3125,87.5,OK
500,11,1,95.3125,87.5,OK
500,16,1,95.3125,87.5,OK
500,21,1,95.3125,87.5,OK
500,26,1,95.3125,87.5,OK
500,31,1,95.3125,87.5,OK
500,36,1,95.3125,87.5,OK
500,41,1,95.3125,87.5,OK
500,46,1,95.3125,87.5,OK
500,51,1,95.3125,87.5,OK
500,56,1,95.3125,87.5,OK
500,61,1,95.3125,87.5,OK
500,66,1,95.3125,87.5,OK
500,71,1,95.3125,87.5,OK
500,76,1,95.3125,87.5,OK
500,81,1,95.3125,87.5,OK
500,86,1,95.3125,87.5,OK
500,91,1,95.3125,87.5,OK
500,96,1,95.3125,87.5,OK
520,1,-19,,,SKIP: win_per_trial <= 0
520,6,-2,,,SKIP: win_per_trial <= 0
520,11,-1,,,SKIP: win_per_trial <= 0
520,16,0,,,SKIP: win_per_trial <= 0
520,21,0,,,SKIP: win_per_trial <= 0
520,26,0,,,SKIP: win_per_trial <= 0
520,31,1,0.0,50.0,OK
520,36,0,,,SKIP: win_per_trial <= 0
520,41,1,0.0,50.0,OK
520,46,0,,,SKIP: win_per_trial <= 0
520,51,0,,,SKIP: win_per_trial <= 0
520,56,0,,,SKIP: win_per_trial <= 0
520,61,1,0.0,50.0,OK
520,66,1,0.0,50.0,OK
520,71,1,0.0,50.0,OK
520,76,1,0.0,50.0,OK
520,81,1,0.0,50.0,OK
520,86,0,,,SKIP: win_per_trial <= 0
520,91,1,0.0,50.0,OK
520,96,1,0.0,50.0,OK
540,1,-39,,,SKIP: win_per_trial <= 0
540,6,-6,,,SKIP: win_per_trial <= 0
540,11,-3,,,SKIP: win_per_trial <= 0
540,16,-1,,,SKIP: win_per_trial <= 0
540,21,-1,,,SKIP: win_per_trial <= 0
540,26,0,,,SKIP: win_per_trial <= 0
540,31,0,,,SKIP: win_per_trial <= 0
540,36,-1,,,SKIP: win_per_trial <= 0
540,41,0,,,SKIP: win_per_trial <= 0
540,46,0,,,SKIP: win_per_trial <= 0
540,51,0,,,SKIP: win_per_trial <= 0
540,56,0,,,SKIP: win_per_trial <= 0
540,61,1,0.0,50.0,OK
540,66,0,,,SKIP: win_per_trial <= 0
540,71,1,0.0,50.0,OK
540,76,0,,,SKIP: win_per_trial <= 0
540,81,1,0.0,50.0,OK
540,86,0,,,SKIP: win_per_trial <= 0
540,91,1,0.0,50.0,OK
540,96,1,0.0,50.0,OK
560,1,-59,,,SKIP: win_per_trial <= 0
560,6,-9,,,SKIP: win_per_trial <= 0
560,11,-4,,,SKIP: win_per_trial <= 0
560,16,-3,,,SKIP: win_per_trial <= 0
560,21,-2,,,SKIP: win_per_trial <= 0
560,26,-1,,,SKIP: win_per_trial <= 0
560,31,-1,,,SKIP: win_per_trial <= 0
560,36,-1,,,SKIP: win_per_trial <= 0
560,41,0,,,SKIP: win_per_trial <= 0
560,46,-1,,,SKIP: win_per_trial <= 0
560,51,0,,,SKIP: win_per_trial <= 0
560,56,-1,,,SKIP: win_per_trial <= 0
560,61,0,,,SKIP: win_per_trial <= 0
560,66,0,,,SKIP: win_per_trial <= 0
560,71,1,0.0,50.0,OK
560,76,0,,,SKIP: win_per_trial <= 0
560,81,1,0.0,50.0,OK
560,86,0,,,SKIP: win_per_trial <= 0
560,91,0,,,SKIP: win_per_trial <= 0
560,96,1,0.0,50.0,OK
580,1,-79,,,SKIP: win_per_trial <= 0
580,6,-12,,,SKIP: win_per_trial <= 0
580,11,-6,,,SKIP: win_per_trial <= 0
580,16,-4,,,SKIP: win_per_trial <= 0
580,21,-3,,,SKIP: win_per_trial <= 0
580,26,-2,,,SKIP: win_per_trial <= 0
580,31,-1,,,SKIP: win_per_trial <= 0
580,36,-2,,,SKIP: win_per_trial <= 0
580,41,-1,,,SKIP: win_per_trial <= 0
580,46,-1,,,SKIP: win_per_trial <= 0
580,51,-1,,,SKIP: win_per_trial <= 0
580,56,-1,,,SKIP: win_per_trial <= 0
580,61,0,,,SKIP: win_per_trial <= 0
580,66,0,,,SKIP: win_per_trial <= 0
580,71,0,,,SKIP: win_per_trial <= 0
580,76,0,,,SKIP: win_per_trial <= 0
580,81,0,,,SKIP: win_per_trial <= 0
580,86,0,,,SKIP: win_per_trial <= 0
580,91,0,,,SKIP: win_per_trial <= 0
580,96,0,,,SKIP: win_per_trial <= 0
600,1,-99,,,SKIP: win_per_trial <= 0
600,6,-16,,,SKIP: win_per_trial <= 0
600,11,-8,,,SKIP: win_per_trial <= 0
600,16,-5,,,SKIP: win_per_trial <= 0
600,21,-4,,,SKIP: win_per_trial <= 0
600,26,-3,,,SKIP: win_per_trial <= 0
600,31,-2,,,SKIP: win_per_trial <= 0
600,36,-2,,,SKIP: win_per_trial <= 0
600,41,-1,,,SKIP: win_per_trial <= 0
600,46,-2,,,SKIP: win_per_trial <= 0
600,51,-1,,,SKIP: win_per_trial <= 0
600,56,-1,,,SKIP: win_per_trial <= 0
600,61,0,,,SKIP: win_per_trial <= 0
600,66,-1,,,SKIP: win_per_trial <= 0
600,71,0,,,SKIP: win_per_trial <= 0
600,76,0,,,SKIP: win_per_trial <= 0
600,81,0,,,SKIP: win_per_trial <= 0
600,86,0,,,SKIP: win_per_trial <= 0
600,91,0,,,SKIP: win_per_trial <= 0
600,96,0,,,SKIP: win_per_trial <= 0
620,1,-119,,,SKIP: win_per_trial <= 0
620,6,-19,,,SKIP: win_per_trial <= 0
620,11,-10,,,SKIP: win_per_trial <= 0
620,16,-6,,,SKIP: win_per_trial <= 0
620,21,-5,,,SKIP: win_per_trial <= 0
620,26,-3,,,SKIP: win_per_trial <= 0
620,31,-3,,,SKIP: win_per_trial <= 0
620,36,-3,,,SKIP: win_per_trial <= 0
620,41,-2,,,SKIP: win_per_trial <= 0
620,46,-2,,,SKIP: win_per_trial <= 0
620,51,-2,,,SKIP: win_per_trial <= 0
620,56,-2,,,SKIP: win_per_trial <= 0
620,61,-1,,,SKIP: win_per_trial <= 0
620,66,-1,,,SKIP: win_per_trial <= 0
620,71,0,,,SKIP: win_per_trial <= 0
620,76,-1,,,SKIP: win_per_trial <= 0
620,81,0,,,SKIP: win_per_trial <= 0
620,86,-1,,,SKIP: win_per_trial <= 0
620,91,0,,,SKIP: win_per_trial <= 0
620,96,0,,,SKIP: win_per_trial <= 0
640,1,-139,,,SKIP: win_per_trial <= 0
640,6,-22,,,SKIP: win_per_trial <= 0
640,11,-12,,,SKIP: win_per_trial <= 0
640,16,-8,,,SKIP: win_per_trial <= 0
640,21,-6,,,SKIP: win_per_trial <= 0
640,26,-4,,,SKIP: win_per_trial <= 0
640,31,-3,,,SKIP: win_per_trial <= 0
640,36,-3,,,SKIP: win_per_trial <= 0
640,41,-2,,,SKIP: win_per_trial <= 0
640,46,-2,,,SKIP: win_per_trial <= 0
640,51,-2,,,SKIP: win_per_trial <= 0
640,56,-2,,,SKIP: win_per_trial <= 0
640,61,-1,,,SKIP: win_per_trial <= 0
640,66,-1,,,SKIP: win_per_trial <= 0
640,71,-1,,,SKIP: win_per_trial <= 0
640,76,-1,,,SKIP: win_per_trial <= 0
640,81,0,,,SKIP: win_per_trial <= 0
640,86,-1,,,SKIP: win_per_trial <= 0
640,91,-1,,,SKIP: win_per_trial <= 0
640,96,0,,,SKIP: win_per_trial <= 0
660,1,-159,,,SKIP: win_per_trial <= 0
660,6,-26,,,SKIP: win_per_trial <= 0
660,11,-14,,,SKIP: win_per_trial <= 0
660,16,-9,,,SKIP: win_per_trial <= 0
660,21,-7,,,SKIP: win_per_trial <= 0
660,26,-5,,,SKIP: win_per_trial <= 0
660,31,-4,,,SKIP: win_per_trial <= 0
660,36,-4,,,SKIP: win_per_trial <= 0
660,41,-3,,,SKIP: win_per_trial <= 0
660,46,-3,,,SKIP: win_per_trial <= 0
660,51,-2,,,SKIP: win_per_trial <= 0
660,56,-2,,,SKIP: win_per_trial <= 0
660,61,-1,,,SKIP: win_per_trial <= 0
660,66,-2,,,SKIP: win_per_trial <= 0
660,71,-1,,,SKIP: win_per_trial <= 0
660,76,-1,,,SKIP: win_per_trial <= 0
660,81,-1,,,SKIP: win_per_trial <= 0
660,86,-1,,,SKIP: win_per_trial <= 0
660,91,-1,,,SKIP: win_per_trial <= 0
660,96,0,,,SKIP: win_per_trial <= 0
680,1,-179,,,SKIP: win_per_trial <= 0
680,6,-29,,,SKIP: win_per_trial <= 0
680,11,-15,,,SKIP: win_per_trial <= 0
680,16,-10,,,SKIP: win_per_trial <= 0
680,21,-8,,,SKIP: win_per_trial <= 0
680,26,-6,,,SKIP: win_per_trial <= 0
680,31,-4,,,SKIP: win_per_trial <= 0
680,36,-4,,,SKIP: win_per_trial <= 0
680,41,-3,,,SKIP: win_per_trial <= 0
680,46,-3,,,SKIP: win_per_trial <= 0
680,51,-3,,,SKIP: win_per_trial <= 0
